audio_file|text
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_03807.wav|दिवसा फिरायला घ्यावी, रोज नवीन माहिती घ्यावी, आठवड्यात किमान एक नवीन ओळख करून घ्यावी, झोप लागत नाही याचीही सारखी तक्रार मनातल्या मनातही करू नये.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_00403.wav|त्यांनी हल्ले कायम ठेवले तर त्याचे काय परिणाम होतील हे सांगता येणार नाहीत अशा शब्दांमध्ये इस्रायलची भूमिका त्यांनी रेडिओवर स्पष्ट केली.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_04400.wav|तसेच या सर्वांमुळे जमिनीचा कस कमी होतो. त्यामुळे माणसे, प्राणी आणि वनस्पती यांच्यामध्ये अनेक प्रकारच्या रोगांचा प्रादुर्भाव होऊन आरोग्याला हानी पोचवणारी परिस्थिती निर्माण होत आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_00449.wav|कलेचा इतिहास ही एक ज्ञानशाखा आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_02890.wav|मानवीय शरीरावर एकाचवेळी अधिक भिन्न कार्यांचा परिणाम होतो,यामुळे त्याचे उपचार करणे अधिक अवघड होवून बसते.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_POLI_00326.wav|मुंबई मराठी पत्रकार संघ, मंत्रालय विधिमंडळ पत्रकार संघ या संघटनांचे प्रतिनिधी यावेळी उपस्थित होते.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_GENE_02724.wav|केरॉन पोलार्ड व हार्दिक पंड्या हे निर्णायक षटकात स्फोटक फलंदाजीची क्षमता राखून असल्याने या आघाडीवर देखील मुंबई इंडियन्सचा संघ निश्चिंत असेल.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_POLI_02952.wav|त्यामुळे दोन पक्षांमधील मुख्यमंत्री पदाचा तिढा सुटेपर्यंत मुख्यमंत्री पदाचा पदभार माझ्याकडे द्या अशी मागणी या शेतकऱ्याने केली आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_02385.wav|भारताच्या अंतर्गत सुरक्षेला असणारा धोका हेराष्ट्रीय सुरक्षेसाठी एक मोठे आव्हान आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_03366.wav|मूग, मटकी, चवळी, उडीद या पिकांच्या परिपक्व झालेल्या शेंगांची तोडणी करून शेंगा सावलीत सुकवाव्यात किंवा उन्हात वाळवून बडवून दाणे वेगळे करून पोत्यात भरून ठेवावे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_00746.wav|कपालभाती आसन केल्यास शरीरातील कार्बन डायक्सॉईड हटवून रक्त साफ करण्यास मदत करते
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_04367.wav|साधारणपणे रासायनिक चिकित्सा ही टप्प्याटप्प्याने दिली जाते किंवा ठराविक दिवसांच्या कालावधीने दिली जाते.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_04261.wav|बटाटा पिकावर प्रामुख्याने मावा, तुडतुडे, बटाटा पोखरणारी अळी या किडींचा तसेच लवकर व उशिरा येणारा करपा आणि विषाणूजन्य रोगांचा प्रादुर्भाव होतो.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_00277.wav|दिल्लीतील सरकारी शाळेत सुरु असलेल्या हेप्पीनेस क्लासचे 'खुशी के पाठ्यक्रम' असे या पाठ्यक्रमाचे नाव आहे .
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_POLI_02718.wav|दरम्यान, सुप्रीम कोर्टानेही याप्रकरणी यावर सुनावणी करणं न्यायालयाच्या अधिकार क्षेत्रात आहे की, नाही हे पाहावं लागणार असल्याचं स्पष्ट केलं.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_04733.wav|शुक्राणू व अंडपेशी एकत्र येऊन युग्मनज तयार होण्याच्या प्रक्रियेस फलन म्हणतात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_EDUC_00632.wav|छत्रपती संभाजी महाराजांची भूमिका साकारत असलेल्या डाक्टर् कोल्हेंना रसिकांचं उत्स्फुर्त प्रेम मिळत आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_02779.wav|लीना नेटके, गिता एल्लाराम, स्वप्निल चिंतल, रसिका म्याना, सुदर्शनी गांधी, राज एल्लराम, सुरभी गांधी उपस्थित होते
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_GENE_02590.wav|हे टाळण्यासाठी श्री विचारे ग्रामीण भागात विविध कार्यक्रम ठेवून पारंपरिक कला जतन करण्याचे कार्य गेली अनेक वर्षे करीत आहेत.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_01355.wav|कायद्याच्या चौकटीत वर्षोनुवर्षे चालणाऱ्या या प्रकरणांची लोकांना नंतर आठवणही राहत नाही.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_03428.wav|जनजागरण करणे आणि लढा उभारणे या कामासाठी त्यांनी वृत्तपत्रांकडे चळवळीचे एक हत्यार म्हणून पाहिले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_00299.wav|खान्देशी पदार्थ 'विकणारी' हॉटेल्स पुण्यात कमी नाहीत पण, निलेश चौधरीच्या 'खान्देश जंक्शन'मध्ये मिळणाऱ्या पदार्थांना खान्देशाची चव आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_02153.wav|"माझ्या आईचं एक वाक्य मी कायम लक्षात ठेवते ""व्हॉट यू डोन्ट मेजर, यू केनॉट इम्प्रूव्ह"" त्यामुळे प्रगती हवी असेल तर मोजमाप केले पाहिजे."
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_POLI_00566.wav|काठीण्य, स्मूथनेस आणि स्क्रेचिंगला अवरोध या गुणांमुळे त्याचा वापर वाढत आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_01028.wav|पालकाच्या भाजीत असलेले झिंक आणि फायबर मेंदू तल्लख करतात आणि त्वचा तजेलदार बनवतात
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_01139.wav|शारापोवाने सेरेनाच्या बॉयफ्रेंडच्या बाबतीतही असभ्य टिपण्या केल्या होत्या.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_01772.wav|आपल्या प्रदेशाचा विकास करण्यासाठी त्यांना केवळ अधिकारांऐवजी स्वायत्तता आवश्यक वाटते.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_03946.wav|या पिकावर भुरी रोग पडतो. त्यामुळे पाने काळी पडतात आणि सुकतात. त्यावर गंधकाची पूड फवारणे हा उपाय आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_01739.wav|खास बात म्हणजे ट्रस्टतर्फे दरवर्षी सादर केला जाणारा देखावा आणि विद्युत रोषणाई हा भाविकांच्या आकर्षणाचा केंद्रबिंदू ठरतो.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_04410.wav|स्वतःच्या घरापासून सुरू झालेला उपक्रम त्यांनी बचतगटाच्या माध्यमातून सर्वत्र पोहचवायला सुरुवात केली.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_04405.wav|रासायनिक चिकित्से दरम्यान अनेक कर्करोग बाधित रुग्णांच्या रक्तातील तांबड्या पेशींचे प्रमाण कमी होते.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_02476.wav|पन्नास हजार गोणी फ्रेंच मिठाच्या बदल्यात 5000पाच हजार गाड्या कापूस देण्याची बोलणी करून त्यानुसार कापसाच्या 5000पाच हजार गाड्या रवाना केल्या.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_05270.wav|औष्णिक-विद्युत निर्मिती हा जरी विद्युत निर्मितीसाठी मोठ्या प्रमाणावर वापरला जाणारा मार्ग असला तरी, अशा प्रकारच्या विद्युत निर्मितीमुळेकाही समस्याही निर्माण होतात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_03115.wav|यामुळे माल खरेदी करणे आणि विकणे जिकीरीचे होऊ लागले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_03355.wav|साहूने केलेले कृत्य आयुष्यभर मनात साठलेला क्रोधाचा लाव्ह्याला आऊटलेट मिळाल्याने केले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_03941.wav|खताचा पुरवठा भरपूर लागतो, पण तो जिऱ्याच्या पिकापूर्वीच्या पिकाला द्यावा लागतो.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_GENE_02258.wav|पाण्याचा लोंढाच इतका जबरदस्त होता की शेवटी 12बारा जुलै 1961एकोणीसशे एकसष्ट ला पानशेत धरण फुटले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_03657.wav|मात्र इराणने देशातील सर्वात श्रीमंत व्यावसायिक, 900नऊशे अब्जांच्या संपत्तीचा मालक बबाक मुर्तुजा जंजानी याला मृत्यूदंडाची शिक्षा फर्मावून जगापुढे आदर्श निर्माण केला आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_EDUC_01359.wav|पण, इलेक्शन पार पडताच पुन्हा या हेल्मेट कारवाईने जोर धरला असून, कारवाई तेजीत सुरू झाली आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_01510.wav|संविधानाने त्या दिशेने जाण्याचा मार्गही स्पष्ट केला आहे व त्या दिशेने आपली वाटचालही होत आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_EDUC_00130.wav|झुंबा टोनिंग, झुंबा गोल्ड, झुंबा गोल्ड टोनिंग, झुंबा किड्स असे वेगवेगळे प्रकार यात आहेत.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_00380.wav|एकंदर काय, जे जे सगुण असतं, ते ते साकार असतं आणि साकार असल्यामुळे त्याला निदान लज्जेचा पडदा तरी धरावाच लागतो
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_POLI_01684.wav|बारावीच्या परिक्षांवर जिल्हाधिकारी आणि मुख्य कार्यकारी अधिकारी यांचे नियंत्रण असणार आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_05859.wav|या बटाट्यांना जनुकीय पारेषीत बटाटे म्हणतात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_GENE_01466.wav|सण व उत्सवांसाठी दक्षिण भारत प्रसिद्ध असल्याने म्हैसूरचा दसरोत्सव, केरळचा ओणम, गोव्यातील शिमगोत्सव, मुंबईचा सार्वजनिक गणेशोत्सव या उत्सवांनाही पर्यटनाच्या माध्यमातून वेगळे महत्त्व आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_00248.wav|विन्स्टन चर्चिलच्या प्रभावी बोलण्याने दुसऱ्या महायुद्धात प्रचंड बॉम्बिंग होत असतानाही ब्रिटनच्या लोकांचे लढण्याचे धैर्य वाढले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_01577.wav|विहिरींची, बोअरवेलची वाढत जाणारी संख्या आणि खोली यामुळे जमिनीतील पाणी साठवून ठेवणारे खडक पोकळ होत आहेत.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_03518.wav|ब्राझीलच्या उत्तर भागातील रोरेमा, एक्रे, रोंडोनिया, पारा, माटो ग्रोसो आणि अमेझॉन या राज्यांमध्ये वणव्यांमुळे संकट निर्माण झाले आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_03700.wav|या अत्यंत आधुनिक अशा नेनो क्रीस्टलाईन अलॉय रिबनच्या चुंबकीय व इलेक्ट्रॉनिक क्षेत्राशी निगडीत विशिष्ट गुणधर्माने या क्षेत्राला नवी दिशा मिळणार आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_FINA_02391.wav|पायाभूत सुविधांसाठी 221दोनशे एकवीस लाख कोटींची तरतूद केली असून 97सत्याण्णव हजार कोटी रस्त्यांसाठी खर्च केले जातील, असे जेटली म्हणाले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_02265.wav|झाडांचा घेर कमी असल्याने घेरात हवा व सूर्यप्रकाश खेळता राहतो. त्यामध्ये कीड व रोगाचा प्रादुर्भाव कमी होऊन आकर्षक व दर्जेदार फळे मिळतात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_HEAL_03927.wav|साधन काढून टाकताच पुन्हा लगेचच दिवस जाऊ शकतात, असे यांचे फायदे आहेत.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_EDUC_00935.wav|तसंच क्वीननंतर पुन्हा एकदा राजकुमार राव आणि कंगना राणौत स्क्रीन शेअर करणार आहेत, त्यामुळेही या चित्रपटाची चर्चा रंगत आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_01696.wav|पुढल्या दहाबारा वर्षात या वाहनांची संख्या तीन अब्जांपेक्षाही जास्त होईल, यात शंका नाही.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_04370.wav|मार्च पासून केथोलिक पब्लिक स्कूल सिंगापूर येथे एक आठवड्याच्या अभ्यास दौऱ्यासाठी जाणार असल्याची माहिती संस्थेच्या अध्यक्षा उषा गित्ते यांनी दिली आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_05782.wav|स्त्रीयुग्मक व पुंयुग्मक यांचे मिलन झाल्यानंतर जे युग्मनज बनतेत्यापासून पुढील सजीव बनतो.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_04168.wav|जगात सध्या तरी एक्टेरिना एवढे लांब पाय दुसऱ्या कोणाचे नसल्याने तिच्या या लांब पायांची नोंद गिनिज बुक ओफ वर्ल्ड रेकॉर्डमध्ये झाली आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_02916.wav|' कौन्सिल ओफ दी इंडिज 'या संघटनेद्वारे सत्ता राबवण्यात येऊ लागली.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_OTHE_00949.wav|आत्तापर्यंत प्लुटोचा आकार जितका सांगितला जात होता, त्यापेक्षा प्लुटो आकाराने खूपच मोठा ग्रह आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_POLI_01496.wav|यामध्ये भाजपा नेते पत्रकारांना बंद लिफाफ्यांचे वाटप करत असल्याचे दिसत होते.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_04677.wav|तर निदलपुंज आणि दलपुंज हे आतील मंडलांच्या संरक्षणाचे काम करतात म्हणून त्यांना 'अतिरिक्त मंडले' म्हणतात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_04832.wav|अशा अटी अभिक्रियादर्शक बाणाच्या खाली किंवा वर दर्शवितात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_FINA_01205.wav|विमा पॉलिसी महागणार असून चेंज लिंक्ड आणि नॉन लिंक्ड जीवन विमा पॉलिसीमध्ये बदल करण्यात येणार आहेत.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_EVAL_00378.wav|प्रेक्षकात कोणीतरी स्वयंसेवक म्हणून त्याच्या जादूगाराला मंचावरून सामील होण्यास सांगितला.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_03023.wav|या वर्षी ओक्टोबर व नोव्हेंबर महिन्यात झालेल्या अवकाळी पावसाने हातातोंडाशी आलेली खरीपाची पिके वाया गेली.
