audio_file|text
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01005.wav|दिवाळखोरी संहिता ही, अनुत्पादक कर्ज वसुलीसाठी आत्तापर्यंतची  सर्वात महत्वपूर्ण आर्थिक सुधारणा असल्याचे सांगून, राष्ट्रीय कंपनी कायदा न्यायाधिकरणाचा पायाभूत साचा मजबूत करण्याची गरज आहे, जेणेकरून, कर्जवसुली कालबद्ध रित्या करता येईल, असे या अहवालात म्हंटले आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02278.wav|या सामग्रीचे कर्तन, ती तोडणे, भरडणे, तिला छिद्र पाडणे, दळणे किंवा अपघर्षक विस्फोटन केल्याने सूक्ष्म ते अति सूक्ष्म वायुगामी सिलिका धूळ तयार होऊ शकते.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_01063.wav|लायब्ररी कॅन्टीनला कसं जायचं ते सांगाल का मला तुम्ही?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_02038.wav|तरी वेळ काढून लाल किल्ला आणि तिथलं म्युझियम पाहिलं मी.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00598.wav|या चाचणीचं शुल्क चारशे नव्याण्णव रुपये असून , चोवीस तासांत अहवाल प्राप्त होत असल्याचं , यावेळी सांगण्यात आलं .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00023.wav|राज्यात आता पुन्हा रक्तदानाची गरज आहे .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01978.wav|टॅक्स प्लॅनिंगचे उद्दीष्टः प्रिय विद्यार्थ्यांनो तुमच्या स्क्रीनवर तुम्हाला नजर टाकता येईल का?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02726.wav|अल जझीरा आणि मॅसॅच्युसेट्स मधील बोस्टनच्या वर्तमानपत्रांचे संपादक ह्या दोहोंनीही तिच्या सुरक्षित सुटकेची मागणी केली आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02199.wav|चित्रलेखा पाऊल
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_00985.wav|ऑफलाईन युटीलिटी डाउनलोड केल्यानंतर, तुझ्या इनकमशी संबंधित सर्व डीटेल्स भर.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_UMANG_00121.wav|दोन हजार वीस ते दोन हजार एकवीस या शैक्षणिक वर्षामध्ये पीजी अभ्यासक्रम ऑफर करणाऱ्या सर्व मान्यताप्राप्त ए.आय.सी.टी.ई. संस्था शोधा.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01342.wav|भुवनेश्वर हावडा जनशताब्दी एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_INDIC_00044.wav|अगदी छिन्नविछिन्न अवस्थेत रूपालीचा मृतदेह पडला हो तारीख सिगारेट पाकीट व लायटरही पडले होते.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02712.wav|मावशी
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00813.wav|या रास्तारोको आंदोलनामुळे दोन्ही बाजूची वाहतूक ठप्प झाली होती .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_HAPPY_00026.wav|माझी साखरेची पातळी ठीक आहे आता आणि मला हवी ती मिठाई खाऊ शकतो मी.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_HAPPY_00360.wav|एक खूप काळापासूनचा ग्राहक म्हणून खास करून मी परत येत राहतो, कारण तुम्ही मला समजून घेता आणि मला जे हवे असते ते मिळवून देता.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_03220.wav|खिडकी
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_00590.wav|गॅलेक्सी सर्फॅक्टंट्स लिमिटेड
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00698.wav|"आईचे तोंड बंद झाले, म्हणून आजीचेही बंद झाले. थोड्या वेळाने आई आजीजवळ गेली व म्हणाली, ""मी चुकल्ये, हो"
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_03086.wav|जाकिट
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01453.wav|ईस्ट बंगाल एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_00393.wav|योगर्ट एक फर्मेंटेड दुग्ध उत्पाद आहे ज्यामध्ये विशिष्ट बॅक्टेरियल कल्चर्स लॅक्टोबॅसिलस बुल्गरिकस आणि स्ट्रेप्टोकोकस थर्मोफिलस असतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00779.wav|".""आई, मला भेटेल का, गं, देव. जानकीवयनी मला म्हणाल्या, ""श्याम, बोवा वगैरे व्हायचे आहे की काय, मग शिकतो आहेस कशासाठी"
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00195.wav|करुणेचे कौतुक करीत गाव माघारा गेला.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00821.wav|याचा फायदा लेह लडाखमधल्या शेतकऱ्यांनाही होईल , असं त्यांनी सांगितलं .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00253.wav|आकाशवाणी औरंगाबाद प्रादेशिक बातम्या दिनांक सव्वीस ऑक्टोबर दोन हजार अठरा दुपारी एक वाजता
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02696.wav|उन्हाळा
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01917.wav|सचखंड एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02700.wav|लक्षात ठेवा की सर्वोत्तम सांख्यिकी विश्लेषणही कधीकधी मूलभूत व्यवस्थापकीय समस्यांकडे दुर्लक्ष करते, ज्या केवळ कंपनीच्या नेतृत्वाद्वारेच सोडवता येऊ शकतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02490.wav|ही राज्याच्या राजधानीपासून सुमारे एकशे पंचाऐंशी किलोमीटर आणि उत्तरेकडील तामेंगलॉंग जिल्हा मुख्यालयापासून सुमारे तीस किलोमीटर अंतरावर आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SAD_00437.wav|कित्येक भारतीयांचे प्राण गेले आणि कशासाठी गेले ते?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01400.wav|झेन्स साऊथइस्ट क्रॉनिकल्सचे वाचन पुन्हा सुरु करा
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00767.wav|".मी म्हटले, ""मुळीच हात दुखत नाहीत. जात्याच्या खुंट्याला तुझा व माझा हात दोन्ही असतात"
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02690.wav|अत तालाचा संदर्भ तालांच्या अशा समूहाशी आहे, ज्यामध्ये दोन लघू मात्रांचा समावेश आहे, ज्यांच्या मागोमाग दोन द्रुत मात्रा येतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_00697.wav|सन फार्मा ॲडव्हान्स्ड रिसर्च कंपनी लिमिटेड
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BB_00107.wav|मला हलवा क्राफ्ट बदामी हलवा नको आहे, तुम्ही ते माझ्या खरेदीच्या यादीमधून काढून टाकू शकता का?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00844.wav|असे म्हणून मी एकीकडून मोळी उचलू लागलो. कोणी येईल महारवाड्यातून वरंड वगैरे घेऊन, तो देईल डोईवर
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_DISGUST_00078.wav|नाट्यगृहात माझ्या आसनाच्या मागे बसलेल्या व्यक्तीच्या वागण्याने मला खूप किळस वाटली.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SAD_00122.wav|कारच्या समस्या अगदी उत्साहभंग करणाऱ्या असू शकतात, खास करून जेव्हा तुमचे बेत असतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_DISGUST_00364.wav|घरभर दररोज पडलेल्या घाणेरड्या ताटल्यांचे ढीग पाहून मला शिसारी आली आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SURPRISE_00364.wav|या वायरलेस इंटरनेट जोडणीचा वेग बघून मी भारावून गेलो आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00476.wav|आज राष्ट्रीय प्रसारण दिवस आहे एकोणीसशे सत्तावीस साली याच दिवशी मुंबईच्या रेडिओ क्लबमधून रेडिओच्या माध्यमातून पहिलं प्रसारण झालं या घटनेला आज एक्याण्णव वर्षे पूर्ण होत आहेत .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01208.wav|ताजी कापणी केलेल्या तांदळाचा त्यात वापर केला जातो आणि तो दुधात आणि ऊसापासून बनवलेल्या कच्च्या साखरेत उकळून तयार केला जातो.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01606.wav|जबलपूर श्री माता वैष्णो देवी कटरा एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02217.wav|वायकोम मुहम्मद बशीर
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01184.wav|तुम्ही कलकत्त्याला गॆलॆ आहात का?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01189.wav|हॅरी पॉटर ॲन्ड द प्रिझनर ऑफ ऍझ्काबान
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_HAPPY_00487.wav|एका चित्रपटाच्या ऑडिशनच्या वेळी मी या व्यक्तिरेखेमध्ये स्वतःला झोकून दिल्याने माझे मन आनंदित आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_ANGER_00159.wav|मी गेल्या तीन वेळेचा विचार करायला हवा होता, जेव्हा मला माझ्या शर्टचा साईझ मिळाला नव्हता आणि मी दुसरीकडे गेलो होतो.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01911.wav|अनु ही एक स्वछंदी आणि महत्वाकांक्षी मुलगी असते जिला एक जाहिरात नटी व्हायची इच्छा असते.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02059.wav|वलसाड हरिद्वार सुपरफास्ट एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SAD_00199.wav|तुम्ही मला नवीन ग्राहकाबद्दल इशारा दिला तेव्हा मी तुमचं ऐकलं नाही, त्यामुळे मी स्वतःवर नाराज आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_ANGER_00176.wav|गलिच्छ खोल्या आणि इलेक्ट्रिकल फिटिंग काम करत नसल्यामुळे तुमच्या हॉटेलमध्ये राहणं हा आतापर्यंत एक अत्यंत वाईट अनुभव होता.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00517.wav|चार दिवसांपूर्वीच या तरूणाला कोरोनाची लागण झाल्याचं स्पष्ट झालं होतं .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01484.wav|डोकेदुखी हा सामान्य दुष्परिणाम जरी असला, तरी थोडासा अतिरिक्त फायदा व्हावा, यासाठी अॅस्पिरीन उपचारपद्धतीस डायपायरिडॅमोलची जोड दिली जाऊ शकते.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01090.wav|मराठा तलवारी हया विशेष बनावटीच्या होत्या प्रमुख व निवडक महाराजांच्या मर्जीतील लोकांना खास  मराठा धोप मानाच्या पोशाखा सोबत दिल्या जात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02616.wav|टू थाऊजंड
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02385.wav|जया बच्चन
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_02011.wav|आपण बरीच इंटरपर्सनल स्किल्स पण शिकू शकतो यातून, खात्री आहे मला.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00519.wav|पवित्र, प्रेमळ, हसतमुखी करुणा. शिरीष आला.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_HAPPY_00128.wav|या वर्षी मोठ्या कर परताव्याबद्दलचा संदेश मिळाल्याने मी खूपच खुश आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_01554.wav|औषधं देणं थोडं रिस्की असतं, सहज सवय लागून जाते रुग्णांना त्यांची.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_02093.wav|पण कोविड एकोणीस च्या प्रतिबंधांमुळे आम्हाला आमची योजना रद्द करावी लागली.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02583.wav|नॅशनल इन्स्टिट्यूट ऑफ टेक्नॉलॉजी तिरुचिरापल्ली, एनआयटीटी
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02121.wav|सर्व पक्षी ऒरडले, नको नको!
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02195.wav|चित्रा बॅनर्जी दिवाकरौनी
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_DISGUST_00400.wav|मी पाहिले आहे की कर्नाटकातील काही स्थानिकांची पर्यटकांबद्दलची वागणूक तिरस्करणीय आहे, कारण पर्यटकांना कन्नड भाषा येत नाही.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_00197.wav|डीप ओशन मिशन
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_00308.wav|कोटक महिंद्रा बँक लिमिटेड
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_ALEXA_00302.wav|मला काहीतरी खायचं आहे, तू माझ्यासाठी खाणं मागवशील का?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_01008.wav|प्लीज ह्याबद्दल तुला काही माहिती असेल तर सांग.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02283.wav|द्राक्षांच्या प्रजाती, आवळ्याची गूजबेरी फळे आणि वनस्पतीजन्य कार्बन कोळसा राखाडी ते काळा रंग देतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02398.wav|काया क्लिनिक हेअर प्रोटेक्ट सीरमऐवजी मला सिंथॉल हेल्थ प्लस  आंघोळीचे साबण वितरित केले गेले
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01039.wav|दवडूनि शठत्वाचा व्यवहार।
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_FEAR_00075.wav|मी गेल्या आठवड्यापासून हे पुस्तक शोधतोय पण तरीही मला ते सापडलं नाही. मला पुस्तक सापडणार नाही या भीतीने माझं मन अस्वस्थ होतंय.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01850.wav|मला असं वाटतंय की इतक्या वर्षांमध्ये वर्षाऋतूमध्ये फ खूप बदल झालेला आहे कारण जंगल तोडीमुळे पावसाचे प्रमाण हे कमी होत आहे  कुठे खूप जास्त पाऊस येते त्यामुळे  बाढ येते तर
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01066.wav|गर्भावस्था, लठ्ठपणा, रजोनिवृत्ती, वृद्धापकाळ, दीर्घकाळ उभे राहणे, पायाला इजा होणे आणि ओटीपोटावरचा ताण हे इतर संबंधित घटक आहेत.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_ALEXA_00106.wav|सुप्रभात. काय चाललंय ?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_00229.wav|तामीळनाडूमधील अनेक हंगामी नद्यांप्रमाणेच, काँक्रिटसाठी चालणाऱ्या अमाप वैध अवैध रेती उपशामुळे होत असलेली जमिनीची धूप हा ह्या नदीच्या बऱ्याच भागात मोठ्या चिंतेचा विषय ठरला आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01115.wav|दसरा
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02229.wav|हरीश चंद्र
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02531.wav|एकवीस एक एकोणीसशे सत्त्याऐंशी
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_INDIC_00125.wav|माननीय मुख्याध्यापक व मंत्री साहेब, जर विद्यार्थांचे भवितव्य घडविण्यासाठी उच्चशिक्षित शिक्षकाची जरुरी आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SAD_00207.wav|शहराच्या मध्यभागी असलेल्या दुकानातील विक्रीची संख्या कमी होताना पाहणं निराश करणारं आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_02213.wav|टोचलेल्या जागेच्या आसपास त्वचेची प्राथमिक प्रतिक्रिया आणि कमी ऐकू येणे हे प्रतिकूल परिणाम आहेत.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01476.wav|उत्तराखंडच्या वैविध्यपूर्ण वांशिकतेने हिंदी, गढवाली, कुमाउनी, जौनसारी आणि थारू समाविष्ट असलेल्या भाषांमध्ये एक समृद्ध वाङ्मयीन परंपरा निर्माण केलेली आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_DISGUST_00254.wav|काही विद्यार्थी ज्या प्रकारे कॅम्पसमध्ये कुठेही कचरा फेकतात ते निंदनीय आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00666.wav|घातलीया भय नरका जाणे' हे काम होणार नाही, तुला त्रास पडेल, अशी भीती जो घालतो, तो नरकास जातो. सत्कर्म सिद्धीस जावे म्हणून सर्वांनी झटावे
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_ANGER_00008.wav|शिस्त सगळ्यात महत्त्वाचा गुण आहे कोणत्याही खेळात चांगले होण्यासाठी. तुम्ही अर्धा तास उशीरा याल आणि तरीही एक चांगला खेळाडू बनाल असं अजिबात समजू नका.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_FEAR_00337.wav|वर्षभराचा खर्च करण्यासाठी कदाचित माझ्याकडे पुरेसे पैसे नसतील.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_01029.wav|तुला हवं असेल तर तू स्टेटमेंट डाउनलोड करू शकतोस.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_00295.wav|युडीआयडी प्रोजेक्ट
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SURPRISE_00030.wav|बॉलसोबत कसला जोरात धावतो तो!
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_ALEXA_00179.wav|अगं मला दुकानातून घेणे आवश्यक असलेल्या गोष्टींची यादी तू हटवतेस का?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_02214.wav|इंग्लिश विषय आहे तिचा.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_00947.wav|खासकरून माझं फालतू इंटरनेट कनेक्शन पाहता.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_INDIC_00214.wav|नंतर कार्यक्रम होतो तो दुःख वाटुन घेण्याचा त्याला 'दुखवटा' असेच म्हणतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01857.wav|प्रशांती एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_02266.wav|शिवा अय्यादुरई
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_00631.wav|एचईजी लिमिटेड
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_00942.wav|मला वाटले, काही तरी 'पर्ह्यातली पातेरी कोण हुक् करी', अशासारखेच ते असेल. मी उतावळा होऊन ते नको चिंधीचे भिकार गाणे, चांगले पीतांबराचे तरी आजी म्हण, असे म्हटले
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SURPRISE_00201.wav|माझ्या ए.सी.टी. कनेक्शनमध्ये मला किती समस्या आल्या होत्या हे तुला माहीत असतानाही तू ए.सी.टी. ब्रॉडबँड वापरण्याचे कारण मला समजतच नाही.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_01045.wav|पूर्वी, शाक्त हिंदू हे चैत्र नवरात्रीत दुर्गेच्या पौराणिक कथांचे पठण करायचे, परंतु वसंत संपाताच्या आसपास होणारी ही प्रथा कमी होत चालली आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_00407.wav|आमच्या लेव्हल थ्री एम्प्लाॅईना सध्या पंचेचाळीस हजार प्लस वेगवेगळे लाभ मिळतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_00995.wav|ऐक ना, आम्हाला माझ्या बहिणीला थोडे पैसे पाठवायचे आहेत.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_DISGUST_00314.wav|काही खेळाडूंकडून सातत्याने दाखवला जाणारा उद्धटपणा आणि अहंकार तिरस्करणीय आहे.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BB_00055.wav|पुढील आठवड्यात दिवाळीसाठी डिझायर गुलाब जामुनवर काही ऑफर असेल का?
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_WIKI_00595.wav|ही पद्धत बहुतेक रूग्णांसाठी योग्य आहे, जरी काहीजण ही मुख्यतः वृद्ध रूग्णांसाठी वापरण्यास प्राधान्य देतात.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NEWS_00477.wav|त्यानंतर काही वर्षांनी गावागावात रेडिओ ऐकला जाऊ लागला .
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_00155.wav|नक्की सर, काहीच हरकत नाही.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_NAMES_01547.wav|हावडा मुंबई सीएसटी दुरांतो एक्स्प्रेस
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_CONV_02194.wav|वीस रुपये.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SURPRISE_00291.wav|स्विस ट्रेन्स त्यांच्या अचूक वेळापत्रकासाठी ओळखल्या जात असल्यामुळे ट्रेनला पाच मिनिटे उशीर झाला यावर माझा विश्वास बसत नव्हता.
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_BOOK_01087.wav|"शेवटी आई म्हणते, ""लाव, लाव हात. पुन्हा ते मूल काच धरीत नाही"
/root/bonsai/indic-emotion/rasa_marathi/wavs_female/train/MAR_F_SURPRISE_00415.wav|तुम्ही सगळेजण आपल्या स्वास्थ्याचा विचारच करत नाही आहात याचं आश्चर्य वाटतंय मला.
